"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26"
"845" "a" "b" "b" "a" "b" "b" "b" "a" "b" "a" "a" "b" "a" "b" "a" "a" "b" "a" "a" "a" "b" "a" "b" "b" "a" "b"
"846" "b" "b" "b" "a" "b" "a" "a" "b" "a" "b" "b" "b" "b" "a" "a" "a" "b" "a" "b" "b" "a" "b" "a" "a" "a" "a"
"847" "b" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b" "a" "b" "a" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "b" "a"
"848" "b" "a" "b" "b" "b" "b" "b" "a" "b" "a" "b" "b" "b" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "a" "a" "a"
"849" "b" "a" "a" "b" "b" "b" "a" "a" "b" "a" "b" "a" "b" "a" "b" "b" "a" "a" "a" "b" "b" "a" "b" "a" "b" "a"
"850" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "b" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b" "a" "b" "b"
"851" "b" "a" "a" "a" "a" "a" "b" "b" "b" "a" "a" "a" "b" "a" "b" "b" "b" "b" "b" "a" "a" "a" "b" "b" "b" "a"
"852" "a" "a" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "a" "b" "b" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b"
"853" "b" "b" "b" "a" "a" "b" "b" "b" "b" "b" "a" "b" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "a" "b" "a" "b"
"854" "b" "b" "b" "b" "a" "b" "a" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "b" "a" "b"
"855" "a" "b" "a" "b" "b" "a" "a" "b" "a" "b" "a" "a" "b" "b" "a" "b" "a" "a" "b" "b" "a" "b" "a" "b" "b" "a"
"856" "a" "a" "b" "b" "b" "b" "b" "b" "a" "b" "a" "a" "a" "b" "b" "a" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b"
"857" "b" "a" "a" "b" "a" "b" "a" "a" "a" "b" "b" "b" "b" "a" "b" "b" "a" "b" "a" "b" "b" "b" "a" "a" "a" "a"
"858" "b" "b" "a" "a" "a" "b" "a" "a" "a" "a" "b" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b" "b" "b" "a" "a" "a"
"859" "a" "b" "a" "b" "b" "a" "b" "a" "b" "a" "a" "b" "a" "b" "a" "b" "a" "a" "b" "a" "b" "a" "b" "b" "a" "b"
"860" "a" "b" "b" "b" "a" "b" "a" "a" "b" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "b" "b" "a" "a" "b" "b" "a"
"861" "b" "a" "b" "b" "a" "b" "b" "b" "a" "b" "b" "b" "b" "a" "b" "a" "a" "b" "a" "a" "a" "b" "a" "a" "a" "a"
"862" "b" "a" "b" "a" "a" "b" "a" "b" "b" "a" "a" "a" "b" "a" "b" "a" "b" "b" "a" "b" "a" "a" "b" "b" "b" "a"
"863" "a" "a" "b" "a" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "b" "a" "b" "b" "b" "b" "b" "b" "b" "b" "b" "a"
"864" "a" "b" "a" "a" "b" "b" "a" "a" "b" "a" "a" "b" "b" "b" "a" "b" "b" "a" "a" "b" "b" "a" "b" "b" "a" "a"
"865" "b" "b" "a" "b" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b"
"866" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "a"
"867" "b" "a" "a" "b" "a" "b" "a" "a" "b" "a" "b" "a" "a" "a" "b" "b" "a" "b" "a" "b" "b" "a" "b" "a" "b" "b"
"868" "a" "b" "b" "b" "b" "b" "a" "b" "b" "b" "a" "a" "b" "b" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a"
"869" "a" "b" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "b" "a" "b" "b" "b" "b" "b" "b" "b" "b" "a" "a" "b"
"870" "a" "a" "b" "a" "b" "b" "b" "b" "b" "a" "b" "b" "a" "b" "b" "a" "b" "a" "a" "a" "a" "a" "b" "a" "a" "b"
"871" "a" "a" "b" "b" "b" "b" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "b" "b" "b" "b" "b" "b" "b"
"872" "b" "b" "a" "a" "b" "b" "a" "a" "b" "b" "b" "b" "b" "a" "a" "b" "b" "a" "a" "b" "b" "a" "a" "a" "a" "a"
"873" "b" "a" "b" "b" "b" "a" "a" "a" "a" "a" "a" "b" "a" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "b" "a" "b"
"874" "a" "b" "b" "b" "a" "a" "b" "b" "b" "b" "b" "b" "a" "b" "a" "a" "a" "b" "b" "a" "a" "a" "a" "a" "a" "b"
"875" "b" "a" "a" "b" "a" "a" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "b" "b" "b" "b" "b" "b" "b" "b" "b"
"876" "a" "b" "a" "b" "a" "a" "a" "b" "a" "a" "b" "a" "a" "b" "a" "b" "a" "b" "b" "b" "a" "b" "b" "a" "b" "b"
"877" "a" "a" "a" "a" "a" "a" "b" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "b" "b" "a" "b" "a" "b" "b" "b" "a"
"878" "b" "b" "b" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "a" "a" "b" "b" "b" "b" "b" "b" "b" "b" "a" "a"
"879" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b" "b" "b" "a" "b"
"880" "b" "a" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "b" "a" "b" "a" "b" "a" "b" "b" "b" "b" "a" "b" "a" "a"
"881" "b" "b" "b" "b" "b" "b" "a" "a" "b" "b" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "b" "a" "a" "b" "b" "a"
"882" "a" "a" "a" "a" "a" "a" "b" "a" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "b" "a" "b" "b" "a" "b" "b" "b"
"883" "a" "b" "a" "b" "b" "a" "a" "a" "a" "a" "a" "b" "b" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "b" "a" "a"
"884" "a" "a" "b" "b" "a" "a" "b" "a" "b" "a" "b" "a" "a" "b" "b" "a" "a" "b" "b" "a" "b" "a" "b" "a" "b" "b"
"885" "b" "b" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b" "b"
"886" "a" "b" "b" "a" "a" "a" "b" "b" "a" "b" "b" "a" "a" "b" "a" "a" "b" "b" "b" "a" "a" "b" "a" "a" "b" "b"
"887" "a" "a" "a" "a" "b" "a" "a" "b" "a" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "b" "a" "b" "a" "a" "b" "b"
"888" "a" "b" "b" "b" "a" "a" "b" "b" "b" "a" "a" "b" "b" "b" "a" "a" "a" "b" "b" "a" "a" "a" "b" "b" "a" "a"
"889" "b" "b" "b" "a" "a" "a" "a" "b" "a" "a" "b" "b" "b" "a" "a" "a" "b" "b" "b" "b" "a" "b" "b" "a" "a" "a"
"890" "b" "b" "b" "b" "a" "b" "a" "a" "b" "a" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "b" "a" "b" "b" "a" "b"
"891" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "a" "b" "a" "b" "b" "b" "b" "b" "b" "b" "a" "a" "b" "b" "a" "b"
"892" "a" "a" "a" "b" "a" "b" "a" "b" "b" "a" "a" "a" "a" "b" "b" "b" "a" "b" "a" "b" "a" "a" "b" "b" "b" "b"
"893" "b" "b" "b" "b" "a" "b" "a" "b" "a" "b" "a" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "b" "a" "b" "b" "a"
"894" "a" "b" "b" "b" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b" "b" "b" "b" "b"
"895" "a" "b" "a" "b" "b" "a" "b" "b" "b" "a" "a" "a" "b" "b" "a" "b" "a" "a" "b" "a" "a" "a" "b" "b" "b" "a"
"896" "b" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "a" "b" "b" "b" "a" "b" "b"
"897" "a" "a" "b" "b" "b" "a" "b" "b" "b" "b" "a" "a" "a" "b" "b" "a" "a" "a" "b" "a" "a" "a" "a" "b" "b" "b"
"898" "b" "a" "a" "a" "b" "b" "a" "a" "b" "a" "a" "a" "a" "a" "b" "b" "b" "a" "a" "b" "b" "a" "b" "b" "b" "b"
"899" "b" "b" "a" "a" "b" "a" "a" "a" "b" "a" "b" "b" "b" "a" "a" "b" "b" "a" "b" "b" "b" "a" "b" "a" "a" "a"
"900" "b" "a" "a" "b" "a" "b" "b" "a" "b" "b" "b" "b" "b" "a" "b" "b" "a" "b" "a" "a" "b" "a" "a" "a" "a" "a"
"901" "b" "a" "a" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "a" "b" "b" "b" "b" "b" "b" "a" "a" "b" "b" "b" "b"
"902" "a" "b" "a" "a" "a" "b" "a" "b" "b" "b" "a" "a" "a" "b" "a" "b" "b" "b" "a" "b" "a" "a" "a" "b" "b" "b"
"903" "b" "b" "b" "a" "a" "b" "a" "a" "b" "a" "b" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b" "a" "b" "a" "b" "a"
"904" "b" "b" "a" "a" "b" "b" "a" "b" "b" "a" "b" "b" "a" "a" "a" "b" "b" "a" "a" "b" "a" "a" "b" "a" "a" "b"
"905" "a" "a" "a" "b" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "a" "b" "a" "b" "b" "b" "b" "b" "a" "b"
"906" "a" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "a" "b" "b" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "b" "a"
"907" "b" "a" "b" "a" "a" "a" "b" "b" "b" "a" "b" "a" "b" "a" "b" "a" "b" "b" "b" "a" "a" "a" "b" "a" "b" "a"
"908" "a" "b" "a" "a" "a" "a" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b" "a" "a" "b" "b" "a" "a" "a"
"909" "a" "b" "b" "a" "a" "b" "a" "b" "a" "b" "a" "b" "b" "b" "a" "a" "b" "b" "a" "b" "a" "b" "a" "b" "a" "a"
"910" "a" "b" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b" "b" "b"
"911" "a" "b" "b" "a" "a" "b" "a" "b" "b" "a" "a" "b" "a" "b" "a" "a" "b" "b" "a" "b" "a" "a" "b" "b" "a" "b"
"912" "b" "b" "b" "b" "a" "b" "a" "b" "a" "b" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "b" "a" "a" "b" "a"
"913" "b" "a" "a" "a" "a" "a" "a" "a" "a" "b" "a" "b" "b" "a" "b" "b" "b" "b" "b" "b" "b" "b" "a" "b" "a" "a"
"914" "a" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "a" "a" "b" "b" "a" "b" "b" "b" "a" "a" "a" "a" "a" "b" "b"
"915" "a" "a" "a" "a" "b" "b" "b" "a" "b" "b" "b" "a" "a" "b" "b" "b" "b" "a" "a" "a" "b" "a" "a" "a" "b" "b"
"916" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "a" "b" "a" "b" "a" "b" "b" "b" "a" "a" "a" "a" "a" "b" "a" "b"
"917" "b" "b" "a" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "a" "a" "b" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a"
"918" "a" "a" "a" "a" "a" "b" "a" "a" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "a" "b" "b" "a" "b" "a" "b" "b"
"919" "b" "b" "a" "a" "a" "b" "a" "a" "b" "b" "a" "b" "a" "a" "a" "b" "b" "b" "a" "b" "b" "a" "a" "b" "a" "b"
"920" "b" "a" "b" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "a" "b" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b"
"921" "a" "b" "a" "b" "a" "b" "a" "a" "a" "a" "a" "a" "b" "b" "a" "b" "a" "b" "a" "b" "b" "b" "b" "b" "b" "a"
"922" "a" "a" "b" "b" "a" "a" "a" "a" "b" "b" "b" "a" "b" "b" "b" "a" "a" "b" "b" "b" "b" "a" "a" "a" "b" "a"
"923" "a" "b" "a" "b" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "a" "b" "a" "a" "b" "a" "b" "b" "a" "a" "a" "a"
"924" "b" "a" "a" "a" "b" "a" "a" "a" "b" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b" "b" "a" "b" "a" "a" "b"
"925" "a" "b" "a" "b" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b" "a" "b" "b" "b" "b" "a" "b" "b" "b" "a"
"926" "a" "a" "a" "b" "a" "b" "b" "a" "b" "a" "b" "a" "a" "b" "b" "b" "a" "b" "a" "a" "b" "a" "b" "a" "b" "b"
"927" "b" "a" "a" "a" "b" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "a" "b" "a" "b" "b" "b" "b" "b" "a"
"928" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b" "b" "b" "a" "b" "a" "a"
"929" "b" "a" "a" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "a" "b" "b" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a"
"930" "a" "b" "a" "b" "b" "b" "a" "a" "a" "a" "b" "b" "b" "b" "a" "b" "a" "a" "a" "b" "b" "b" "b" "a" "a" "a"
"931" "a" "b" "a" "a" "a" "b" "b" "a" "a" "b" "a" "a" "a" "b" "a" "b" "b" "b" "a" "a" "b" "b" "a" "b" "b" "b"
"932" "a" "a" "b" "a" "b" "b" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "b" "b"
"933" "a" "a" "b" "a" "a" "a" "b" "b" "b" "a" "a" "a" "a" "b" "b" "a" "b" "b" "b" "a" "a" "a" "b" "b" "b" "b"
"934" "b" "b" "b" "b" "b" "a" "a" "b" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "b" "b" "a" "b" "b" "b" "b" "a"
"935" "b" "b" "b" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "a" "b" "a"
"936" "b" "a" "a" "a" "a" "b" "b" "b" "a" "b" "a" "b" "b" "a" "b" "b" "b" "b" "a" "a" "a" "b" "a" "b" "a" "a"
"937" "a" "a" "b" "a" "a" "a" "a" "b" "a" "a" "b" "a" "a" "b" "b" "a" "b" "b" "b" "b" "a" "b" "b" "a" "b" "b"
"938" "a" "a" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "a"
"939" "a" "b" "a" "b" "a" "a" "b" "b" "b" "b" "a" "a" "a" "b" "a" "b" "a" "b" "b" "a" "a" "a" "a" "b" "b" "b"
"940" "a" "a" "a" "b" "b" "a" "b" "a" "a" "a" "b" "a" "a" "b" "b" "b" "a" "a" "b" "a" "b" "b" "b" "a" "b" "b"
"941" "a" "b" "a" "a" "b" "a" "a" "b" "b" "b" "a" "b" "b" "b" "a" "b" "b" "a" "b" "b" "a" "a" "a" "b" "a" "a"
"942" "b" "a" "b" "a" "b" "a" "b" "a" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "b" "a" "b" "b" "a" "b" "b" "b"
"943" "a" "b" "a" "b" "b" "a" "a" "b" "b" "b" "a" "a" "a" "b" "a" "b" "a" "a" "b" "b" "a" "a" "a" "b" "b" "b"
"944" "b" "a" "b" "b" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "a" "b" "b" "b" "b" "a" "a" "b" "b" "b"
"945" "a" "a" "a" "b" "a" "b" "b" "a" "b" "b" "b" "a" "a" "b" "b" "b" "a" "b" "a" "a" "b" "a" "a" "a" "b" "b"
"946" "a" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b" "b" "b" "b" "b" "a" "b" "b" "b" "a" "a" "b"
"947" "b" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "a" "b" "a" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b" "a"
"948" "b" "a" "b" "b" "b" "b" "b" "a" "a" "a" "a" "b" "a" "a" "b" "a" "a" "a" "a" "a" "b" "b" "b" "b" "a" "b"
"949" "a" "b" "b" "b" "b" "b" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b"
"950" "b" "b" "b" "a" "b" "a" "b" "b" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "b" "a" "a" "a" "b" "b" "a" "a"
"951" "a" "b" "b" "b" "a" "b" "b" "a" "a" "a" "a" "a" "a" "b" "a" "a" "a" "b" "a" "a" "b" "b" "b" "b" "b" "b"
"952" "a" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "a" "b" "b" "a" "b" "a" "b" "b" "a" "a" "a" "a" "a" "b" "a"
"953" "a" "a" "b" "a" "b" "a" "a" "b" "a" "a" "a" "a" "b" "b" "b" "a" "b" "a" "b" "b" "a" "b" "b" "b" "b" "a"
"954" "a" "a" "a" "a" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "b" "b" "b" "a" "b" "a" "b" "b" "a" "a" "a" "a"
"955" "a" "b" "b" "a" "a" "b" "a" "b" "b" "a" "a" "a" "a" "b" "a" "a" "b" "b" "a" "b" "a" "a" "b" "b" "b" "b"
"956" "b" "a" "a" "b" "a" "b" "a" "b" "a" "b" "a" "b" "a" "a" "b" "b" "a" "b" "a" "b" "a" "b" "a" "b" "a" "b"
"957" "a" "a" "b" "b" "b" "b" "a" "b" "a" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "b" "b" "b" "b" "b"
"958" "a" "a" "b" "b" "a" "a" "a" "a" "a" "b" "b" "a" "a" "b" "b" "a" "a" "b" "b" "b" "b" "b" "a" "a" "b" "b"
"959" "b" "a" "a" "b" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "b" "b" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b"
"960" "a" "a" "b" "a" "a" "a" "a" "a" "b" "a" "a" "a" "a" "b" "b" "a" "b" "b" "b" "b" "b" "a" "b" "b" "b" "b"
"961" "a" "a" "a" "b" "b" "b" "b" "a" "b" "a" "a" "a" "b" "b" "b" "b" "a" "a" "a" "a" "b" "a" "b" "b" "b" "a"
"962" "b" "b" "a" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "a" "a" "b" "b" "a" "b" "b"
"963" "a" "b" "b" "a" "b" "a" "b" "a" "b" "b" "a" "b" "a" "b" "a" "a" "b" "a" "b" "a" "b" "a" "a" "b" "a" "b"
"964" "b" "b" "b" "b" "a" "a" "a" "a" "b" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b"
"965" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "b" "b" "b" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "a" "a" "a"
"966" "a" "b" "b" "b" "a" "a" "a" "a" "b" "a" "a" "a" "b" "b" "a" "a" "a" "b" "b" "b" "b" "a" "b" "b" "b" "a"
"967" "a" "a" "a" "b" "a" "b" "b" "a" "a" "a" "a" "a" "a" "b" "b" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "b"
"968" "b" "b" "b" "a" "b" "b" "a" "a" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "a" "b" "b" "a" "b" "b" "a" "a"
"969" "b" "a" "a" "a" "b" "a" "a" "b" "b" "a" "b" "b" "b" "a" "b" "b" "b" "a" "b" "b" "a" "a" "b" "a" "a" "a"
"970" "b" "a" "a" "a" "b" "a" "a" "b" "a" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b" "a" "b" "b" "a" "a" "b"
"971" "b" "b" "b" "b" "a" "a" "b" "b" "b" "b" "a" "b" "a" "a" "a" "a" "a" "b" "b" "a" "a" "a" "a" "b" "a" "b"
"972" "b" "a" "b" "b" "b" "b" "b" "a" "a" "a" "b" "a" "b" "a" "b" "a" "a" "a" "a" "a" "b" "b" "b" "a" "b" "a"
"973" "b" "b" "a" "a" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "a" "b" "b" "b" "a" "b" "b" "b" "b" "a" "b" "a"
"974" "a" "a" "a" "b" "b" "a" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "a" "a" "b" "a" "b" "a" "b" "b" "a" "a"
"975" "a" "b" "a" "a" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "a" "b" "b" "b" "a" "b" "b" "b" "b" "b" "a" "b"
"976" "a" "a" "b" "b" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "b" "a" "a" "b" "b" "b" "b" "b" "b" "b" "b" "a"
"977" "b" "b" "b" "b" "b" "b" "b" "a" "a" "a" "a" "a" "a" "a" "a" "a" "a" "a" "a" "a" "b" "b" "b" "b" "b" "b"
"978" "b" "a" "b" "a" "a" "b" "b" "a" "b" "a" "b" "b" "b" "a" "b" "a" "b" "b" "a" "a" "b" "a" "b" "a" "a" "a"
"979" "a" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b" "a" "b" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "a" "b"
"980" "a" "a" "b" "b" "a" "a" "b" "a" "a" "b" "a" "b" "a" "b" "b" "a" "a" "b" "b" "a" "b" "b" "a" "b" "a" "b"
"981" "b" "a" "a" "a" "a" "a" "b" "b" "a" "a" "b" "a" "a" "a" "b" "b" "b" "b" "b" "a" "a" "b" "b" "a" "b" "b"
"982" "a" "b" "a" "a" "b" "a" "a" "a" "a" "b" "b" "a" "a" "b" "a" "b" "b" "a" "b" "b" "b" "b" "a" "a" "b" "b"
"983" "b" "a" "b" "a" "a" "b" "b" "b" "b" "a" "a" "b" "b" "a" "b" "a" "b" "b" "a" "a" "a" "a" "b" "b" "a" "a"
"984" "a" "b" "b" "b" "b" "a" "a" "b" "a" "b" "b" "b" "b" "b" "a" "a" "a" "a" "b" "b" "a" "b" "a" "a" "a" "a"
"985" "b" "a" "b" "a" "a" "b" "a" "b" "a" "b" "a" "b" "b" "a" "b" "a" "b" "b" "a" "b" "a" "b" "a" "b" "a" "a"
"986" "b" "a" "b" "b" "b" "a" "a" "b" "a" "b" "b" "b" "b" "a" "b" "a" "a" "a" "b" "b" "a" "b" "a" "a" "a" "a"
"987" "a" "b" "b" "a" "a" "b" "a" "a" "b" "a" "b" "a" "a" "b" "a" "a" "b" "b" "a" "b" "b" "a" "b" "a" "b" "b"
"988" "b" "a" "b" "a" "b" "b" "b" "b" "a" "b" "a" "b" "a" "a" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "b"
"989" "b" "a" "b" "a" "a" "a" "b" "a" "b" "b" "a" "a" "a" "a" "b" "a" "b" "b" "b" "a" "b" "a" "a" "b" "b" "b"
"990" "a" "b" "b" "b" "a" "b" "a" "a" "b" "a" "b" "b" "a" "b" "a" "a" "a" "b" "a" "b" "b" "a" "b" "a" "a" "b"
"991" "b" "b" "a" "a" "a" "a" "a" "b" "b" "a" "b" "b" "b" "a" "a" "b" "b" "b" "b" "b" "a" "a" "b" "a" "a" "a"
"992" "a" "a" "a" "a" "a" "a" "b" "b" "b" "a" "a" "b" "b" "b" "b" "b" "b" "b" "b" "a" "a" "a" "b" "b" "a" "a"
"993" "a" "a" "b" "a" "a" "a" "a" "a" "b" "a" "b" "b" "a" "b" "b" "a" "b" "b" "b" "b" "b" "a" "b" "a" "a" "b"
"994" "b" "b" "a" "b" "b" "a" "b" "b" "b" "a" "a" "b" "a" "a" "a" "b" "a" "a" "b" "a" "a" "a" "b" "b" "a" "b"
"995" "a" "b" "b" "b" "b" "a" "a" "a" "a" "b" "b" "a" "a" "b" "a" "a" "a" "a" "b" "b" "b" "b" "a" "a" "b" "b"
"996" "b" "b" "b" "a" "b" "a" "a" "b" "b" "b" "b" "b" "b" "a" "a" "a" "b" "a" "b" "b" "a" "a" "a" "a" "a" "a"
"997" "a" "b" "a" "a" "b" "b" "a" "a" "a" "b" "a" "a" "a" "b" "a" "b" "b" "a" "a" "b" "b" "b" "a" "b" "b" "b"
"998" "b" "a" "b" "b" "b" "b" "a" "b" "a" "b" "a" "b" "a" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "b" "a" "b"
"999" "a" "b" "a" "a" "a" "a" "a" "b" "a" "a" "b" "a" "a" "b" "a" "b" "b" "b" "b" "b" "a" "b" "b" "a" "b" "b"
"1000" "b" "b" "a" "b" "a" "b" "b" "b" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "a" "a" "a" "a" "b" "a" "b" "b"
"1001" "b" "a" "a" "b" "b" "a" "b" "a" "a" "a" "a" "a" "a" "a" "b" "b" "a" "a" "b" "a" "b" "b" "b" "b" "b" "b"
